date;global radiation in [W/m²];air temperature at 2 meters [K];PV_yield_IN_[W];PV_supply_OUT_[W];grid_supply_IN_[W];ambient_heat_IN_[W];heat_pump_power_IN_[W];room_heating_IN_[W];e_consumers_IN_[W];Server_OUT_[W];e_mobility_OUT_[W];auxiliary_energy_IN_[W];transported_energy_IN_[W];room_conditioning_IN_[W];thermal_hp_OUT;temp_server_[°C];battery_[W];electricity_UG_[W];electricity_EG_[W];electricity_1OG_[W];electricity_2OG_[W];electricity_3OG_[W]
2020-01-01 03:00:00;0,0;273,25;0,0;0;34814,38970897798;46681,65594685206;18672,662378740824;37345,32475748164;18672,662378740824;1867,2662378740824;11203,597427244495;7469,06495149633;7469,06495149633;28008,993568111233;65354,31832559288;6,467754604945474;10000,0;15685,03639814229;6722,158456346697;11203,597427244495;6722,158456346697;4481,438970897798
2020-01-01 03:10:00;0,0;273,25;0,0;0;34814,38970897798;46681,65594685206;18672,662378740824;37345,32475748164;18672,662378740824;1867,2662378740824;11203,597427244495;7469,06495149633;7469,06495149633;28008,993568111233;65354,31832559288;6,467754604945474;10000,0;15685,03639814229;6722,158456346697;11203,597427244495;6722,158456346697;4481,438970897798
2020-01-01 03:20:00;0,0;273,05;0,0;0;35724,9362020797;47630,14187716635;19052,05675086654;38104,11350173308;19052,05675086654;1905,205675086654;11431,234050519924;7620,822700346616;7620,822700346616;28578,08512629981;66682,1986280329;6,245350968244775;10000,0;16003,727670727892;6858,740430311955;11431,234050519924;6858,740430311955;4572,49362020797
2020-01-01 03:30:00;0,0;272,95;0,0;0;36182,483081861574;48106,75321027247;19242,70128410899;38485,40256821798;19242,70128410899;1924,270128410899;11545,620770465393;7697,080513643596;7697,080513643596;28864,051926163484;67349,45449438147;6,133593808346319;10000,0;16163,869078651549;6927,372462279236;11545,620770465393;6927,372462279236;4618,248308186157
2020-01-01 03:40:00;0,0;272,85;0,0;0;36641,53017334902;48584,92726390523;19433,97090556209;38867,941811124176;19433,97090556209;1943,3970905562092;11660,382543337255;7773,588362224837;7773,588362224837;29150,956358343134;68018,89816946731;6,021470217363161;10000,0;16324,535560672155;6996,229526002353;11660,382543337255;6996,229526002353;4664,153017334902
2020-01-01 03:50:00;0,0;272,85;0,0;0;36641,53017334902;48584,92726390523;19433,97090556209;38867,941811124176;19433,97090556209;1943,3970905562092;11660,382543337255;7773,588362224837;7773,588362224837;29150,956358343134;68018,89816946731;6,021470217363161;10000,0;16324,535560672155;6996,229526002353;11660,382543337255;6996,229526002353;4664,153017334902
2020-01-01 04:00:00;0,0;272,65;0,0;0;37564,078407031775;49545,915007324766;19818,366002929906;39636,732005859805;19818,366002929906;1981,8366002929906;11891,019601757944;7927,3464011719625;7927,3464011719625;29727,549004394856;69364,28101025466;5,796135120520468;10000,0;16647,42744246112;7134,611761054766;11891,019601757944;7134,611761054766;4756,4078407031775
2020-01-01 04:10:00;0,0;272,65;0,0;0;37564,078407031775;49545,915007324766;19818,366002929906;39636,732005859805;19818,366002929906;1981,8366002929906;11891,019601757944;7927,3464011719625;7927,3464011719625;29727,549004394856;69364,28101025466;5,796135120520468;10000,0;16647,42744246112;7134,611761054766;11891,019601757944;7134,611761054766;4756,4078407031775
2020-01-01 04:20:00;0,0;272,65;0,0;0;37564,078407031775;49545,915007324766;19818,366002929906;39636,732005859805;19818,366002929906;1981,8366002929906;11891,019601757944;7927,3464011719625;7927,3464011719625;29727,549004394856;69364,28101025466;5,796135120520468;10000,0;16647,42744246112;7134,611761054766;11891,019601757944;7134,611761054766;4756,4078407031775
2020-01-01 04:30:00;0,0;272,65;0,0;0;37564,078407031775;49545,915007324766;19818,366002929906;39636,732005859805;19818,366002929906;1981,8366002929906;11891,019601757944;7927,3464011719625;7927,3464011719625;29727,549004394856;69364,28101025466;5,796135120520468;10000,0;16647,42744246112;7134,611761054766;11891,019601757944;7134,611761054766;4756,4078407031775
2020-01-01 04:40:00;0,0;272,65;0,0;0;37564,078407031775;49545,915007324766;19818,366002929906;39636,732005859805;19818,366002929906;1981,8366002929906;11891,019601757944;7927,3464011719625;7927,3464011719625;29727,549004394856;69364,28101025466;5,796135120520468;10000,0;16647,42744246112;7134,611761054766;11891,019601757944;7134,611761054766;4756,4078407031775
2020-01-01 04:50:00;0,0;272,55;0,0;0;38027,55627658698;50028,70445477811;20011,481781911243;40022,96356382249;20011,481781911243;2001,1481781911243;12006,889069146746;8004,592712764497;8004,592712764497;30017,22267286687;70040,18623668936;5,682929299071153;10000,0;16809,644696805444;7204,1334414880475;12006,889069146746;7204,1334414880475;4802,755627658698
2020-01-01 05:00:00;0,0;272,55;0,0;0;38027,55627658698;50028,70445477811;20011,481781911243;40022,96356382249;20011,481781911243;2001,1481781911243;12006,889069146746;8004,592712764497;8004,592712764497;30017,22267286687;70040,18623668936;5,682929299071153;10000,0;16809,644696805444;7204,1334414880475;12006,889069146746;7204,1334414880475;4802,755627658698
2020-01-01 05:10:00;0,0;272,65;0,0;0;37564,078407031775;49545,915007324766;19818,366002929906;39636,732005859805;19818,366002929906;1981,8366002929906;11891,019601757944;7927,3464011719625;7927,3464011719625;29727,549004394856;69364,28101025466;5,796135120520468;10000,0;16647,42744246112;7134,611761054766;11891,019601757944;7134,611761054766;4756,4078407031775
2020-01-01 05:20:00;0,0;272,75;0,0;0;37102,06582847968;49064,65190466633;19625,860761866534;39251,72152373306;19625,860761866534;1962,5860761866534;11775,51645711992;7850,3443047466135;7850,3443047466135;29438,791142799793;68690,51266653286;5,908983040368504;10000,0;16485,72303996789;7065,309874271952;11775,51645711992;7065,309874271952;4710,206582847968
2020-01-01 05:30:00;0,0;272,75;0,0;0;37102,06582847968;49064,65190466633;19625,860761866534;39251,72152373306;19625,860761866534;1962,5860761866534;11775,51645711992;7850,3443047466135;7850,3443047466135;29438,791142799793;68690,51266653286;5,908983040368504;10000,0;16485,72303996789;7065,309874271952;11775,51645711992;7065,309874271952;4710,206582847968
2020-01-01 05:40:00;0,0;272,65;0,0;0;37564,078407031775;49545,915007324766;19818,366002929906;39636,732005859805;19818,366002929906;1981,8366002929906;11891,019601757944;7927,3464011719625;7927,3464011719625;29727,549004394856;69364,28101025466;5,796135120520468;10000,0;16647,42744246112;7134,611761054766;11891,019601757944;7134,611761054766;4756,4078407031775
2020-01-01 05:50:00;0,0;272,65;0,0;0;37564,078407031775;49545,915007324766;19818,366002929906;39636,732005859805;19818,366002929906;1981,8366002929906;11891,019601757944;7927,3464011719625;7927,3464011719625;29727,549004394856;69364,28101025466;5,796135120520468;10000,0;16647,42744246112;7134,611761054766;11891,019601757944;7134,611761054766;4756,4078407031775
2020-01-01 06:00:00;0,0;272,85;0,0;0;36641,53017334902;48584,92726390523;19433,97090556209;38867,941811124176;19433,97090556209;1943,3970905562092;11660,382543337255;7773,588362224837;7773,588362224837;29150,956358343134;68018,89816946731;6,021470217363161;10000,0;16324,535560672155;6996,229526002353;11660,382543337255;6996,229526002353;4664,153017334902
2020-01-01 06:10:00;0,0;272,95;0,0;0;36182,483081861574;48106,75321027247;19242,70128410899;38485,40256821798;19242,70128410899;1924,270128410899;11545,620770465393;7697,080513643596;7697,080513643596;28864,051926163484;67349,45449438147;6,133593808346319;10000,0;16163,869078651549;6927,372462279236;11545,620770465393;6927,372462279236;4618,248308186157
2020-01-01 06:20:00;0,0;272,95;0,0;0;36182,483081861574;48106,75321027247;19242,70128410899;38485,40256821798;19242,70128410899;1924,270128410899;11545,620770465393;7697,080513643596;7697,080513643596;28864,051926163484;67349,45449438147;6,133593808346319;10000,0;16163,869078651549;6927,372462279236;11545,620770465393;6927,372462279236;4618,248308186157
2020-01-01 06:30:00;0,0;272,95;0,0;0;36182,483081861574;48106,75321027247;19242,70128410899;38485,40256821798;19242,70128410899;1924,270128410899;11545,620770465393;7697,080513643596;7697,080513643596;28864,051926163484;67349,45449438147;6,133593808346319;10000,0;16163,869078651549;6927,372462279236;11545,620770465393;6927,372462279236;4618,248308186157
2020-01-01 06:40:00;0,0;272,95;0,0;0;36182,483081861574;48106,75321027247;19242,70128410899;38485,40256821798;19242,70128410899;1924,270128410899;11545,620770465393;7697,080513643596;7697,080513643596;28864,051926163484;67349,45449438147;6,133593808346319;10000,0;16163,869078651549;6927,372462279236;11545,620770465393;6927,372462279236;4618,248308186157
2020-01-01 06:50:00;0,0;272,95;0,0;0;36182,483081861574;48106,75321027247;19242,70128410899;38485,40256821798;19242,70128410899;1924,270128410899;11545,620770465393;7697,080513643596;7697,080513643596;28864,051926163484;67349,45449438147;6,133593808346319;10000,0;16163,869078651549;6927,372462279236;11545,620770465393;6927,372462279236;4618,248308186157
2020-01-01 07:00:00;0,0;273,05;0,0;0;35724,9362020797;47630,14187716635;19052,05675086654;38104,11350173308;19052,05675086654;1905,205675086654;11431,234050519924;7620,822700346616;7620,822700346616;28578,08512629981;66682,1986280329;6,245350968244775;10000,0;16003,727670727892;6858,740430311955;11431,234050519924;6858,740430311955;4572,49362020797
2020-01-01 07:10:00;0,0;273,05;0,0;0;35724,9362020797;47630,14187716635;19052,05675086654;38104,11350173308;19052,05675086654;1905,205675086654;11431,234050519924;7620,822700346616;7620,822700346616;28578,08512629981;66682,1986280329;6,245350968244775;10000,0;16003,727670727892;6858,740430311955;11431,234050519924;6858,740430311955;4572,49362020797
2020-01-01 07:20:00;0,0;273,05;0,0;0;35724,9362020797;47630,14187716635;19052,05675086654;38104,11350173308;19052,05675086654;1905,205675086654;11431,234050519924;7620,822700346616;7620,822700346616;28578,08512629981;66682,1986280329;6,245350968244775;10000,0;16003,727670727892;6858,740430311955;11431,234050519924;6858,740430311955;4572,49362020797
2020-01-01 07:30:00;0,0;273,15;0,0;0;35268,901189886674;47155,10540613195;18862,04216245278;37724,08432490556;18862,04216245278;1886,204216245278;11317,225297471668;7544,816864981112;7544,816864981112;28293,06324367917;66017,14756858474;6,3567388500750415;10000,0;15844,115416460334;6790,335178483001;11317,225297471668;6790,335178483001;4526,890118988667
2020-01-01 07:40:00;0,0;273,35;0,0;0;34361,413430876564;46209,80565716309;18483,922262865235;36967,84452573047;18483,922262865235;1848,3922262865235;11090,353357719141;7393,568905146094;7393,568905146094;27725,883394297853;64693,72792002832;6,578395382052557;10000,0;15526,494700806796;6654,212014631485;11090,353357719141;6654,212014631485;4436,141343087656
2020-01-01 07:50:00;0,0;273,45;0,0;0;33909,98403492631;45739,566703048244;18295,826681219296;36591,65336243859;18295,826681219296;1829,5826681219296;10977,496008731578;7318,330672487718;7318,330672487718;27443,740021828944;64035,39338426754;6,688658328682479;10000,0;15368,494412224207;6586,497605238947;10977,496008731578;6586,497605238947;4390,998403492631
2020-01-01 08:00:00;0,0;273,45;0,0;0;33909,98403492631;45739,566703048244;18295,826681219296;36591,65336243859;18295,826681219296;1829,5826681219296;10977,496008731578;7318,330672487718;7318,330672487718;27443,740021828944;64035,39338426754;6,688658328682479;10000,0;15368,494412224207;6586,497605238947;10977,496008731578;6586,497605238947;4390,998403492631
2020-01-01 08:10:00;1000,0;273,45;1000,0;0;32909,98403492631;45739,566703048244;18295,826681219296;36591,65336243859;18295,826681219296;1829,5826681219296;10977,496008731578;7318,330672487718;7318,330672487718;27443,740021828944;64035,39338426754;6,688658328682479;10000,0;15368,494412224207;6586,497605238947;10977,496008731578;6586,497605238947;4390,998403492631
2020-01-01 08:20:00;3000,0;273,55;3000,0;0;30460,113208300754;45270,951258646615;18108,380503458648;36216,76100691729;18108,380503458648;1810,8380503458648;10865,028302075189;7243,352201383459;7243,352201383459;27162,570755187968;63379,33176210526;6,798540590209015;10000,0;15211,039622905262;6519,016981245113;10865,028302075189;6519,016981245113;4346,011320830075
2020-01-01 08:30:00;5000,0;273,25;5000,0;0;29814,38970897798;46681,65594685206;18672,662378740824;37345,32475748164;18672,662378740824;1867,2662378740824;11203,597427244495;7469,06495149633;7469,06495149633;28008,993568111233;65354,31832559288;6,467754604945474;10000,0;15685,03639814229;6722,158456346697;11203,597427244495;6722,158456346697;4481,438970897798
2020-01-01 08:40:00;8000,0;273,05;8000,0;0;27724,936202079698;47630,14187716635;19052,05675086654;38104,11350173308;19052,05675086654;1905,205675086654;11431,234050519924;7620,822700346616;7620,822700346616;28578,08512629981;66682,1986280329;6,245350968244775;10000,0;16003,727670727892;6858,740430311955;11431,234050519924;6858,740430311955;4572,49362020797
2020-01-01 08:50:00;8000,0;273,05;8000,0;0;27724,936202079698;47630,14187716635;19052,05675086654;38104,11350173308;19052,05675086654;1905,205675086654;11431,234050519924;7620,822700346616;7620,822700346616;28578,08512629981;66682,1986280329;6,245350968244775;10000,0;16003,727670727892;6858,740430311955;11431,234050519924;6858,740430311955;4572,49362020797
2020-01-01 09:00:00;11000,0;273,15;11000,0;0;24268,901189886674;47155,10540613195;18862,04216245278;37724,08432490556;18862,04216245278;1886,204216245278;11317,225297471668;7544,816864981112;7544,816864981112;28293,06324367917;66017,14756858474;6,3567388500750415;10000,0;15844,115416460334;6790,335178483001;11317,225297471668;6790,335178483001;4526,890118988667
2020-01-01 09:10:00;14000,0;273,25;14000,0;0;20814,38970897798;46681,65594685206;18672,662378740824;37345,32475748164;18672,662378740824;1867,2662378740824;11203,597427244495;7469,06495149633;7469,06495149633;28008,993568111233;65354,31832559288;6,467754604945474;10000,0;15685,03639814229;6722,158456346697;11203,597427244495;6722,158456346697;4481,438970897798
2020-01-01 09:20:00;16000,0;273,25;16000,0;0;18814,38970897798;46681,65594685206;18672,662378740824;37345,32475748164;18672,662378740824;1867,2662378740824;11203,597427244495;7469,06495149633;7469,06495149633;28008,993568111233;65354,31832559288;6,467754604945474;10000,0;15685,03639814229;6722,158456346697;11203,597427244495;6722,158456346697;4481,438970897798
2020-01-01 09:30:00;20000,0;273,25;20000,0;0;14814,389708977978;46681,65594685206;18672,662378740824;37345,32475748164;18672,662378740824;1867,2662378740824;11203,597427244495;7469,06495149633;7469,06495149633;28008,993568111233;65354,31832559288;6,467754604945474;10000,0;15685,03639814229;6722,158456346697;11203,597427244495;6722,158456346697;4481,438970897798
2020-01-01 09:40:00;24000,0;273,25;24000,0;0;10814,389708977978;46681,65594685206;18672,662378740824;37345,32475748164;18672,662378740824;1867,2662378740824;11203,597427244495;7469,06495149633;7469,06495149633;28008,993568111233;65354,31832559288;6,467754604945474;10000,0;15685,03639814229;6722,158456346697;11203,597427244495;6722,158456346697;4481,438970897798
2020-01-01 09:50:00;25000,0;273,25;25000,0;0;9814,389708977978;46681,65594685206;18672,662378740824;37345,32475748164;18672,662378740824;1867,2662378740824;11203,597427244495;7469,06495149633;7469,06495149633;28008,993568111233;65354,31832559288;6,467754604945474;10000,0;15685,03639814229;6722,158456346697;11203,597427244495;6722,158456346697;4481,438970897798
2020-01-01 10:00:00;27000,0;273,25;27000,0;0;7814,389708977978;46681,65594685206;18672,662378740824;37345,32475748164;18672,662378740824;1867,2662378740824;11203,597427244495;7469,06495149633;7469,06495149633;28008,993568111233;65354,31832559288;6,467754604945474;10000,0;15685,03639814229;6722,158456346697;11203,597427244495;6722,158456346697;4481,438970897798
2020-01-01 10:10:00;30000,0;273,45;30000,0;0;3909,9840349263104;45739,566703048244;18295,826681219296;36591,65336243859;18295,826681219296;1829,5826681219296;10977,496008731578;7318,330672487718;7318,330672487718;27443,740021828944;64035,39338426754;6,688658328682479;10000,0;15368,494412224207;6586,497605238947;10977,496008731578;6586,497605238947;4390,998403492631
2020-01-01 10:20:00;31000,0;273,45;30000;0;3909,9840349263104;45739,566703048244;18295,826681219296;36591,65336243859;18295,826681219296;1829,5826681219296;10977,496008731578;7318,330672487718;7318,330672487718;27443,740021828944;64035,39338426754;6,688658328682479;10000,0;15368,494412224207;6586,497605238947;10977,496008731578;6586,497605238947;4390,998403492631
2020-01-01 10:30:00;39000,0;273,15;30000;0;5268,901189886674;47155,10540613195;18862,04216245278;37724,08432490556;18862,04216245278;1886,204216245278;11317,225297471668;7544,816864981112;7544,816864981112;28293,06324367917;66017,14756858474;6,3567388500750415;10000,0;15844,115416460334;6790,335178483001;11317,225297471668;6790,335178483001;4526,890118988667
2020-01-01 10:40:00;34000,0;272,95;30000;0;6182,483081861574;48106,75321027247;19242,70128410899;38485,40256821798;19242,70128410899;1924,270128410899;11545,620770465393;7697,080513643596;7697,080513643596;28864,051926163484;67349,45449438147;6,133593808346319;10000,0;16163,869078651549;6927,372462279236;11545,620770465393;6927,372462279236;4618,248308186157
2020-01-01 10:50:00;41000,0;272,85;30000;0;6641,53017334902;48584,92726390523;19433,97090556209;38867,941811124176;19433,97090556209;1943,3970905562092;11660,382543337255;7773,588362224837;7773,588362224837;29150,956358343134;68018,89816946731;6,021470217363161;10000,0;16324,535560672155;6996,229526002353;11660,382543337255;6996,229526002353;4664,153017334902
2020-01-01 11:00:00;44000,0;272,95;30000;0;6182,483081861574;48106,75321027247;19242,70128410899;38485,40256821798;19242,70128410899;1924,270128410899;11545,620770465393;7697,080513643596;7697,080513643596;28864,051926163484;67349,45449438147;6,133593808346319;10000,0;16163,869078651549;6927,372462279236;11545,620770465393;6927,372462279236;4618,248308186157
2020-01-01 11:10:00;47000,0;272,95;30000;0;6182,483081861574;48106,75321027247;19242,70128410899;38485,40256821798;19242,70128410899;1924,270128410899;11545,620770465393;7697,080513643596;7697,080513643596;28864,051926163484;67349,45449438147;6,133593808346319;10000,0;16163,869078651549;6927,372462279236;11545,620770465393;6927,372462279236;4618,248308186157
2020-01-01 11:20:00;56000,0;273,15;30000;0;5268,901189886674;47155,10540613195;18862,04216245278;37724,08432490556;18862,04216245278;1886,204216245278;11317,225297471668;7544,816864981112;7544,816864981112;28293,06324367917;66017,14756858474;6,3567388500750415;10000,0;15844,115416460334;6790,335178483001;11317,225297471668;6790,335178483001;4526,890118988667
2020-01-01 11:30:00;50000,0;272,95;30000;0;6182,483081861574;48106,75321027247;19242,70128410899;38485,40256821798;19242,70128410899;1924,270128410899;11545,620770465393;7697,080513643596;7697,080513643596;28864,051926163484;67349,45449438147;6,133593808346319;10000,0;16163,869078651549;6927,372462279236;11545,620770465393;6927,372462279236;4618,248308186157
2020-01-01 11:40:00;41000,0;273,05;30000;0;5724,936202079698;47630,14187716635;19052,05675086654;38104,11350173308;19052,05675086654;1905,205675086654;11431,234050519924;7620,822700346616;7620,822700346616;28578,08512629981;66682,1986280329;6,245350968244775;10000,0;16003,727670727892;6858,740430311955;11431,234050519924;6858,740430311955;4572,49362020797
2020-01-01 11:50:00;57000,0;273,15;30000;0;5268,901189886674;47155,10540613195;18862,04216245278;37724,08432490556;18862,04216245278;1886,204216245278;11317,225297471668;7544,816864981112;7544,816864981112;28293,06324367917;66017,14756858474;6,3567388500750415;10000,0;15844,115416460334;6790,335178483001;11317,225297471668;6790,335178483001;4526,890118988667
2020-01-01 12:00:00;65000,0;273,15;30000;0;5268,901189886674;47155,10540613195;18862,04216245278;37724,08432490556;18862,04216245278;1886,204216245278;11317,225297471668;7544,816864981112;7544,816864981112;28293,06324367917;66017,14756858474;6,3567388500750415;10000,0;15844,115416460334;6790,335178483001;11317,225297471668;6790,335178483001;4526,890118988667
2020-01-01 12:10:00;60000,0;273,35;30000;0;4361,413430876564;46209,80565716309;18483,922262865235;36967,84452573047;18483,922262865235;1848,3922262865235;11090,353357719141;7393,568905146094;7393,568905146094;27725,883394297853;64693,72792002832;6,578395382052557;10000,0;15526,494700806796;6654,212014631485;11090,353357719141;6654,212014631485;4436,141343087656
2020-01-01 12:20:00;73000,0;273,25;30000;0;4814,389708977978;46681,65594685206;18672,662378740824;37345,32475748164;18672,662378740824;1867,2662378740824;11203,597427244495;7469,06495149633;7469,06495149633;28008,993568111233;65354,31832559288;6,467754604945474;10000,0;15685,03639814229;6722,158456346697;11203,597427244495;6722,158456346697;4481,438970897798
2020-01-01 12:30:00;71000,0;273,35;30000;0;4361,413430876564;46209,80565716309;18483,922262865235;36967,84452573047;18483,922262865235;1848,3922262865235;11090,353357719141;7393,568905146094;7393,568905146094;27725,883394297853;64693,72792002832;6,578395382052557;10000,0;15526,494700806796;6654,212014631485;11090,353357719141;6654,212014631485;4436,141343087656
2020-01-01 12:40:00;58000,0;273,25;30000;0;4814,389708977978;46681,65594685206;18672,662378740824;37345,32475748164;18672,662378740824;1867,2662378740824;11203,597427244495;7469,06495149633;7469,06495149633;28008,993568111233;65354,31832559288;6,467754604945474;10000,0;15685,03639814229;6722,158456346697;11203,597427244495;6722,158456346697;4481,438970897798
2020-01-01 12:50:00;50000,0;273,15;30000;0;5268,901189886674;47155,10540613195;18862,04216245278;37724,08432490556;18862,04216245278;1886,204216245278;11317,225297471668;7544,816864981112;7544,816864981112;28293,06324367917;66017,14756858474;6,3567388500750415;10000,0;15844,115416460334;6790,335178483001;11317,225297471668;6790,335178483001;4526,890118988667
2020-01-01 13:00:00;40000,0;273,25;30000;0;4814,389708977978;46681,65594685206;18672,662378740824;37345,32475748164;18672,662378740824;1867,2662378740824;11203,597427244495;7469,06495149633;7469,06495149633;28008,993568111233;65354,31832559288;6,467754604945474;10000,0;15685,03639814229;6722,158456346697;11203,597427244495;6722,158456346697;4481,438970897798
